sentence	sentence_id	locale	reason
مملکت نے اپنا کیا حال بنایا ہے۔	045f7067e075f63780f3476180948d52668118f528caf37941355452b8b9a029	ur	grammar-or-spelling
پاکستان اس کا کچھ نہیں کر سکتا۔	04620c139d5e87c39f8299b5e1e1e4807b4af31b3a9ca399350ae28ab35c44d2	ur	difficult-pronounce
دنیا میں ک بھی ہوں کو توقیر کا سام بھی کر پڑتا ہے	04658636c5b0d0ac3e1359a948920cd0048689c1ab6fc3c72300518c9e413746	ur	sc-different-language
ان کا مقدر بنی حسین بن علی رض بھی انہیں	0467a3d548deb256b5f9f73384d096c592303fe5686a1f0cc520ee2c2233f02e	ur	grammar-or-spelling
جبکہ تنویمی عمل کی ایک جداگانہ حیثیت ہے	0468dd4657c88bc738d9594b5cc2c84b1c4c6ac342dad520b26214b767b7e3dd	ur	grammar-or-spelling
ہم پاکستان میں موافق حالات پیدا کریں	046acecae8b34704c31ad719ae4fc065f6b98c78dfb11318c3a5d3da7b3470d3	ur	grammar-or-spelling
مناسب سمجھا عبداللہ بن عباس کہتے تھے یہ کوفی دھوکے	046eef7e5255c9ee455635441e7e13c4504431dcf2e7fa19026d01ad2ca39507	ur	grammar-or-spelling
پہلی تبدیلی نوجوانوں کا عملی سیاست میں متحرک ہونا ہے۔	046f53ffdbf860d87cfeeb17505e1552a12690cfadf5a80b44a69e9aff6b303e	ur	grammar-or-spelling
اس کا مخمصہ یہ ہے کہ عوامی تائید نوازشریف کے ساتھ ہے۔	042f4d4d50d3ce55ed0e60754ed7d9616ea7c547763915429a98979e4817e07a	ur	grammar-or-spelling
مجھے کنیڈا گئے ہوئے کافی عرصہ ہو گیا ہے	043d239fecad1fccca5c3d75d475c2ee80253bf9b95c10d82512a77d91b6db7f	ur	grammar-or-spelling
فواد خان بہت ہی حسین ادمی ہیں انیل کپور	044011f0d028324d24566d86583ad7b6fb9fa761675f15dae7ae1f27a72d07bc	ur	???? ??? ???
باعزت ملک بن کر ابھرے گا	04430fd8b24b1b9014600beaf2be6edebe7c78d44cfc375489d5ceaedf669712	ur	???? ??? ???
پہلے ذہن بدلتے ہیں۔	04478a4db8458f803ee2f3a0f290e3cb7a7deec444b77060fbce8661914f1729	ur	???? ??? ???
لہذا جب نتائج آئے تو اسی لحاظ سے مایوسی پھیلتی گئی۔	0448ca71382b45c659bdb22f6f34adc7a05647657c9c3292065f6813e37cbcae	ur	difficult-pronounce
ہونڈائے کا پاکستان میں گاڑیاں اسمبل کرنے کا فیصلہ	045902513daf35a1fbdf2b6c26ef84ac40b32223793128f63e3780001f5f20ba	ur	grammar-or-spelling
جسے پنڈت رتن ناتھ سرشار کشمیری نے لکھا	045b187995f939efc18a51e4f0fda374fd28c1bd66a1132961f1fbddf31d648a	ur	???? ??? ???
مملکت نے اپنا کیا حال بنایا ہے۔	045f7067e075f63780f3476180948d52668118f528caf37941355452b8b9a029	ur	sc-different-language
پاکستان اس کا کچھ نہیں کر سکتا۔	04620c139d5e87c39f8299b5e1e1e4807b4af31b3a9ca399350ae28ab35c44d2	ur	grammar-or-spelling
ان کا مقدر بنی حسین بن علی رض بھی انہیں	0467a3d548deb256b5f9f73384d096c592303fe5686a1f0cc520ee2c2233f02e	ur	grammar-or-spelling
پاک بھارت ہاکی سیریز مارچ میں ہونے کا امکان	0469df8fa16423f8fe6406cb79288c6aff99077154305284adee57e3e4d83c3c	ur	grammar-or-spelling
پیٹرولیم مصنوعات میں سے روپے تک اضافے کی تیاری	046e0267e574b119707ee9c4521d83a3fdb2849977148b77eb71bdbbf48b98c8	ur	grammar-or-spelling
او سلی ون کہتے ہیں کہ ہمارے پیٹ اور آنتوں میں کروڑوں اقسام کے بیکٹیریا موجود ہوتے ہیں اور ہر شخص کے	0469daeabb1766d553a79700f6f6a86d30b560c87a8e0cefb12c48c2bd324337	ur	grammar-or-spelling
ایک ڈرامے پر تنقید کے بعد بشری انصاری کا سخت ردعمل وائرل	047e8e0c414ec912dc4eff78fb3fc7d71fe725bfc2704167559d23c19377171b	ur	???? ??? ???
مؤرخ لکھے گا	048054437253398cf13be2e678391b420d009978a8dc93cb8ed5201697bfe73d	ur	???? ??? ???
حضور اکرم صلی اللہ علیہ وآلہٖ وسلم ان کو بہت پسند 	048238e1bee63be2b9416d391330abdde674afa64296bcaac5ff835ce74bc78c	ur	???? ?? ???? ??? ?????? ?????? ??? ?
منیکارنیکا دیکھنے کے بعد تجزیہ کاروں کو منہ بند کرنا پڑے گا کنگنا	0482c553a579cb8123185bb5cc8457bf9ca575541c4bd3110b47a69b1dad025d	ur	???? ?? ????? ???????? ?????? ?? ??? ??? ??? ?? ?
آج سورج کہاں سے نکلا ہے	0483a475b023d95c70481c401d824d5a6053661314d364a6d5d5b14ce3e5e477	ur	grammar-or-spelling
اٹلانٹا جارجیا اوہہا نیبراسکا	048648febdfb70b217beeff69b733d479a402e9088bc79a63be2a2fd11dc2999	ur	grammar-or-spelling
کھانا اور مشروب پارٹی میں وافر مقدار میں تھا	048c5428dd8869bec07febba77e6499c4ec5ccc6737079757054d5fb36884afb	ur	???? ?? ????? ???????? ?????? ?? ??? ??? ??? ?? ?
موٹر وے پر خاتون کے گینگ ریپ پرشوبز شخصیات میں غم غصہ	03ef78074403062fcef743c81be328f0186476b89b597d18ef206eb0e25beb0b	ur	grammar-or-spelling
ان کی گاڑی دیں سال پرانی تھیں وہاں	03ac48974b63a2ae9aa2e81aa91782c3214e06ccc017be1a6fa50f362766e11b	ur	grammar-or-spelling
امریکہ اور اس کے تمام اتحادی اس جہاد میں شریک کار تھے۔	03fc75464bc8ed81e1d44fbeb96e38e67a5f580cfc9f6e4072863c7e63c3a934	ur	grammar-or-spelling
کارگل سے فوج کو نہ بلایا ہوتا تو کشمیر ازاد ہوتا	04c92b003a22a1ec119162286e0cc7e98389b8e51c80257e5686b2b64f221ffb	ur	grammar-or-spelling
میں صبح کے دس بجے کے آس پاس آؤں گا۔	038b8692f64c121cc70ade6eae47c582af32d539343c77c8c94465478ebcb2ff	ur	grammar-or-spelling
اب میں اپنے دوست کا تعارف کرواؤں آپ سے؟	046eff5a4abaa3af15fc4639c76e541b90b88183efc746c456e8772866e1301d	ur	grammar-or-spelling
تحسین آپ کی اردو اسائنمنٹ تیار ہوئی؟	539c880710064b08fd2f98604e2aad07e26557c98d54d344c930742b399dfae7	ur	grammar-or-spelling
جبکہ تنویمی عمل کی ایک جداگانہ حیثیت ہے	0468dd4657c88bc738d9594b5cc2c84b1c4c6ac342dad520b26214b767b7e3dd	ur	difficult-pronounce
گینڈا تو اس نے تمھیں ایک سال پہلے کہا تھا اور تم نے بدلہ آج لی	004351d30273dbab4e2c45eeae21b04926766352f8e1ac8004ec9de8ea6858aa	ur	grammar-or-spelling
گینڈا تو اس نے تمھیں ایک سال پہلے کہا تھا اور تم نے بدلہ آج لی	004351d30273dbab4e2c45eeae21b04926766352f8e1ac8004ec9de8ea6858aa	ur	offensive-language
مے یقیں سے ضمیر حیات ہے پرسوز	71d6104940015d6a176474d4f01d533228ae8d487ba420de4ec61741aa423e18	ur	grammar-or-spelling
اس میں شبہ نہیں کہ اس نظام میں ا نگنت خرابیوں ہیں اور وہ اصلاح طلب ہیں۔	73b00778d90179dc48622d2e88902ef211173e75ce42e4bc58db21ead3dcd606	ur	grammar-or-spelling
اس علاقے پر پراچین راجپوت ایرانی یونانیعرب،بدھ مت، سکھ،	728bdf698a61bdc1966041370158a6e8ab8823efbbce0a9a0b069bd51e180536	ur	grammar-or-spelling
سب سے زیادہ قابل زکر چیز جو آپ سب سے زیادہ اپنے سیتڑ سے مطلق پسند کرتے ہوں؟	756550394d2895490bb8eb3377b2cc86b13b24fb1c8f619510ea061eefdd43bc	ur	difficult-pronounce
اورکاشت کاروں کے نام پرارب روپے کمالئے	04c8c838918a202253a0c9112b3ce535a3b026a2026318178dfda092059f79c5	ur	grammar-or-spelling
پوسٹ بجٹ کانفرنسہمیں اپنے خاندان کے کاروبار نہیں چلانے عوام کو معیشت کا محور سمجھتے ہیں	03b8e6a29f4821857a4421c01bcdd84e644bb379ac67d72339f203d27b0acfeb	ur	grammar-or-spelling
پوسٹ بجٹ کانفرنسہمیں اپنے خاندان کے کاروبار نہیں چلانے عوام کو معیشت کا محور سمجھتے ہیں	03b8e6a29f4821857a4421c01bcdd84e644bb379ac67d72339f203d27b0acfeb	ur	difficult-pronounce
یک عمر نازِ شوخیِ عنواں اٹھایئے	6b3d748b27b60dd180da56e3373727306cf0eff497816d288ff7e22b0bbf4ea7	ur	difficult-pronounce
جیسا کہ اس کی فوج دنیا کی چھویں بڑی فوج ہے	5be75ac3fbe652426f8b4025942ffab702d5d3bc9f92a8d4defe44e569cd6c6f	ur	grammar-or-spelling
مجھے کنیڈا گئے ہوئے کافی عرصہ ہو گیا ہے	043d239fecad1fccca5c3d75d475c2ee80253bf9b95c10d82512a77d91b6db7f	ur	grammar-or-spelling
گزر اوقات کر لیتا ہے یہ کوہ و بیاباں میں	795453a8d1ea900e947b55eddbc858ee61f9ea5dad0ee02aa308c3cc7dc87870	ur	difficult-pronounce
وہ گصاہ ہے	822c2fbc9d467edd348bbc7d9aa146bc6752657cb7dd5a0ee3367c486de9df12	ur	difficult-pronounce
کورونا وائرس کے باعث لاک ڈان ئل گیس کی ترسیل ضروری خدمات قرار	03bd4e540b427179235e4812f25f36cd4d131f168cfdf9d525dc7fcca2a38bb9	ur	grammar-or-spelling
امرا اور اشرافیہ کا تو کچھ نہیں جاتا۔	03cc6edb9563795dc05139ce22b27055fbe4d329133a429932378bdb3784b9bc	ur	grammar-or-spelling
کہتے ہو نہ دیں گے ہم، دل اگر پڑا پایا	85898299bc1f90ec981e3f73d840937e90e1f0f227b5560d762b1f2fe41d0271	ur	grammar-or-spelling
کوئی بھی طلبہ سکول کے لئیے لیٹ نہیں تھا۔	03f37a65b1f9f74f2982b4434b85b9cc42fe6a88436949ee3c6263625f89ce6f	ur	grammar-or-spelling
      طلاق کی شرح تیزی سے بڑھنے میں ”غصہ“ کا بہت بڑا حصہ ہے	043e582835b508418d167538b73e59bf50fe7691f7ec2e87429b188ca8aef022	ur	grammar-or-spelling
منیکارنیکا دیکھنے کے بعد تجزیہ کاروں کو منہ بند کرنا پڑے گا کنگنا	0482c553a579cb8123185bb5cc8457bf9ca575541c4bd3110b47a69b1dad025d	ur	difficult-pronounce
ہوا واماندگی سے رہ رواں کی فرق منزل کا	64ed02a0512fbbd17251e8991ce0fcb6f116f21e89a23c2ce66ef3cb2fd5fe7a	ur	difficult-pronounce
وہ گلت ہے	8932b013b61cdb7ba14a2369be967780a1d5ba29f58e34713cf8c4071ed411f2	ur	grammar-or-spelling
نظارہ سوز ہے یاں تک ہر ایک ذرّۂ خاک	8bdd4304a763b13df38ee5960f337e453a7d04b9f3f167095129ae1ef3c7f410	ur	no audio
میں تو کہوں گا کہ جو لوگ یا راولپنڈی انسٹیٹیوٹ آف کارڈیالوجی پہنچ پاتے ہیں۔	8af067abb8f78a5a2fe4aa2198b920817e8a3b340aa7c5a603dd50d897a83f54	ur	grammar-or-spelling
تہی زندگی سے نہیں یہ فضائیں	9394463bd84fbe30d7426f01437349bb7cfbc46a89c4a89d9ca24f0a23c94004	ur	difficult-pronounce
 کا اظہار کرتے ہوئے کہا ہے	037eda43f640937b5dcbaefa841a132f6b52c2365431aa1923d42eda03b052bb	ur	grammar-or-spelling
ڈرائیور کی آواز سے میرے ذہن میں  ہونے والی بار ش کا زور کچھ کم ہوا	04dff549152a41ae64682db6adf845a12ec4b68b6c98b7d272bfd75a39e83408	ur	grammar-or-spelling
ایشز سیریز چوتھے ٹیسٹ میں سٹریلیا پر اننگز کی شکست کے بادل منڈلانے لگے	050a8d58c8d438517f58eff3b5d3e95e55c89b2d1c17e452d21d8fad0fa5c6c2	ur	grammar-or-spelling
ٹام آپ سے نفرت کرتا ہے	051314520db7870fc345302fa6e0858c3c3b8d54bd9acb9302a61ef89fa8d4fe	ur	grammar-or-spelling
اسلام ابادیونائیٹڈ کے اوپنر شرجیل خان نے پی ایس ایل کی پہلی سنچری داغ دی	05191043b208102a41f034634406981d5490f596384f7d1309016f013baf0e51	ur	grammar-or-spelling
وزارت تجارت نے برآمدی شعبے کو بہتری کیلیے متعدد اقدامات تجویز کیے ہیں	04c237c5191ce00f505703bca5c5205bb73aa72c62aefa58dc60c70ccbd4a600	ur	grammar-or-spelling
پاکستان کی تاریخ میں ساٹھ کی دہائی کے بعد، وہی تھے۔	0519ccee3dad2f0414190abb05f54e07bebca869bcf9cb9f31931a7a5c3d190a	ur	?? ???? ??? ? ?? ??????? ??? ?? ?
ہم نے دھاڑی منڈوادی	051e73df30b3295496af8f5098e65dd31bced9ac96e8d028dec81b71085eac6b	ur	?? ???? ??? ? ?? ??????? ??? ?? ?
جلدی اٹھ جاؤ وقت نکل جائے گا	05231562330ef97b2579b808c25f1f472ace76bc77c2661460abe7d903c4c628	ur	?? ???? ??? ? ?? ??????? ??? ?? ?
لیکن یہاں ڈرامہ کھنچتا چلا جارہاہے اوربوریت طاری ہونے لگی ہے۔	052a0bb4d22b151011e57049d3d2b737e102e7c86a09d4f89162acfe60965696	ur	grammar-or-spelling
خانمانِ جبریانِ غافل از معنی خراب!	993afa036d2ee801cb39a59a72b9cd9dc9ee0ca719b0cb690631aad12cfb9b1b	ur	different-language
بندوق اور توپ و تفنگ تو افواج کے پاس ہوتے ہیں۔	052bedaad5539eaa5f24edb989134d9d05ab0afdc356698720b6f8b72faf49ac	ur	grammar-or-spelling
کوئی خاطر خواہ فیصلہ ہو گا۔	052d3e492e06a2feb9a55e7cc2de763a934308aaa2692252248b5eec4290ced2	ur	grammar-or-spelling
پی ٹی ایم کوغیرملکی فنڈنگ واضح شواہدموجود ہیں	052fb22c695566426e38afc8cba1cf9ae6eb37ac4f02f6107a06b3813a2399f9	ur	?? ???? ??? ? ?? ??????? ??? ?? ?
تو یہ مشقت کیوں اٹھائی؟	05359ecac1a0a9b80f771eb0233045555eadc3a0c247bfbc949f1cc3b6746b02	ur	???? ??? ?? ?? ??? ?? ?
من موہن سنگھ ایکسیڈنٹل پرائم منسٹراور سونیا گاندھی	053c0df0bbd5db326815b0f3d75f38825a2f53e515208451ea68c31559f3b694	ur	grammar-or-spelling
اٹلانٹا جارجیا اوہہا نیبراسکا	048648febdfb70b217beeff69b733d479a402e9088bc79a63be2a2fd11dc2999	ur	 ???? ?? ???? ???? ??? ?
ن کا زیادہ وقت جلاوطنی کی نذر ہوا	05470e3c708142e36813c86c244375bd8ad1baea45d2f9257043d444e4da4414	ur	sc-different-language
تو وہاں کھڑے سیانے قانون دان نے کہا کہ ذاتی استعمال کیلئے۔	0552094d145acedc9f4b4783a4097b26fddd86f18054fd8118fc3df1c7672543	ur	grammar-or-spelling
اپنی انا کی تسکین کے لیے وہ تصادم کی طرف جائیں گے۔	056353c9218c784b61a48f8d32178e91a93fffc6192aed1934a49acdf53c41b7	ur	 ???? ?? ???? ???? ??? ?
میرے آنکھوں کو سامنے ایک ندی ہےجو آخر کار بل کھاتی دریائے سواں میں جا گرتی ہے	056f5b1a041743e83f5ae13ee53ed7623cefd9e8e13cb4a9efc633b795d3ca73	ur	grammar-or-spelling
جمائما برطانوی ایشیائی جوڑے کی شادی پر فلم بنائیں گی	05757611c74d6ac5b71516caa3345ebba271dc15fbd6e6df3fe3a647ac26dd63	ur	grammar-or-spelling
سونا پھر مہنگا ہوگیا	057c792184f10ffd71debb00390b9d4078aae9ce3352c6615683425fe6cf74a9	ur	sc-different-language
سونا پھر مہنگا ہوگیا	057c792184f10ffd71debb00390b9d4078aae9ce3352c6615683425fe6cf74a9	ur	difficult-pronounce
ئی ایم ایف نے امریکا کو تجارتی خطرات سے گاہ کردیا	0586b62cc619d2e80ab758d4b5b83206a9394ee62fae3a90a581b25ed0a741a0	ur	 ???? ?? ???? ???? ??? ?
پشتو موسیقی کے نامور گلوکار ہدایت اللہ کا انتقال	058d9a72fc7f3a787b9a78e9b2441128c49ec0901d55b989462a6060e63a56bc	ur	grammar-or-spelling
ومبلڈن اوپن سرینا ولیمزنےکیرئیر کا چھٹا ومبلڈن ٹائٹل جیت لیا	058dd4653e3518e5aaaaa1bc5a178009ccba5104c9fc4d30d983a27dc8c5cffc	ur	grammar-or-spelling
"ایک تو ابتداء میں ان کی بیماری کے حوالے سے "دورے" کا لفظ سامنے آیا"	0593d6f9b31dd762a99aa3778096a4ee60b1729f7f71a9d68f868d4a00a1b49d	ur	grammar-or-spelling
میں نے کلٹس کو چھوڑ کر میرا گاڑی کیوں خریدی	0487aa2d0a5da6df874fe34762c9ee8a88aae2be68d4ed089a38ae160d3ada3b	ur	grammar-or-spelling
بلال عباس اور اشنا شاہ کا منفرد ڈرامہ بلا	04a478da773bf23847420f47663661733d6194d2538b5c3ce14b1afad1ef09da	ur	grammar-or-spelling
دود میرا سنبلستاں سے کرے ہے ہم سری	9d190667d6d876f3615c683312b3b80e8f1d9459516eb7febe8c8616325d2f27	ur	difficult-pronounce
کسی کو دے کے دل‘ کوئی نوا سنجِ فغاں کیوں ہو؟	7f9690b4c513921ea8ff0a8839e3506d95b964e5d8860b66784d205871bdd161	ur	difficult-pronounce
میں تو کہوں گا کہ جو لوگ یا راولپنڈی انسٹیٹیوٹ آف کارڈیالوجی پہنچ پاتے ہیں۔	8af067abb8f78a5a2fe4aa2198b920817e8a3b340aa7c5a603dd50d897a83f54	ur	grammar-or-spelling
جس دل پہ ناز تھا مجھے، وہ دل نہیںرہا	8e6b227bf0cf783d63217cdbbe7535b95337a908389454a5f1a375795cfc3052	ur	grammar-or-spelling
لیکن ایف اے اے نے تفصیلی انکوائری	94b2d1107c517537a4916db698227802724f01066f147e8dcba5f13aecd276b2	ur	grammar-or-spelling
شکل انکی شدید اسلامی ہے ، یہ دھاڑی ، یہ پگڑی ، نام امارت اسلامیہ افغانستان والے طالبان کا ۔	04daa04a6e9936a07d6d90a3f1cb5b3b1a8784925c09a1ef01361079d43fd081	ur	offensive-language
نگاہ بے حجاب ناز کو بیم گزند آیا	6b9734cecd5f85f6367d24ac5298853df2b08cf38bc648ff42bdc34c362c80b8	ur	grammar-or-spelling
ہم نے دھاڑی منڈوادی	051e73df30b3295496af8f5098e65dd31bced9ac96e8d028dec81b71085eac6b	ur	grammar-or-spelling
کھانا اور مشروب پارٹی میں وافر مقدار میں تھا	048c5428dd8869bec07febba77e6499c4ec5ccc6737079757054d5fb36884afb	ur	grammar-or-spelling
جلدی اٹھ جاؤ وقت نکل جائے گا	05231562330ef97b2579b808c25f1f472ace76bc77c2661460abe7d903c4c628	ur	grammar-or-spelling
ماہرہ خان کا مرزا ملک کیلئے نیک تمناں کا اظہار	0542b2860114b78b58933ec13e298fbd7927ea129dd6686b54d784585326b24a	ur	grammar-or-spelling
جیسی نیت ویسی مراد ، شیخ الاسلام مولانا طاہرالقادری المشور کینڈیوی کے ساتھ بھی جو ہوا ، وہی ہوا ، جو ہونا چاہئے تھا ۔	04bb0e0fa1cb047c2ee1f0559469e95f7107bf486b49634a64326ecc51012862	ur	offensive-language
ان کی گاڑی دیں سال پرانی تھیں وہاں	03ac48974b63a2ae9aa2e81aa91782c3214e06ccc017be1a6fa50f362766e11b	ur	grammar-or-spelling
اسٹاک مارکیٹ کاروباری ہفتے کے خری روز بھی مندی	0567cd9eb6a03ccdc231dea016d6e4858c37049310622ce22abfb410f0900b29	ur	grammar-or-spelling
فریدون و جم و کیخسرو و داراب و بہمن ک	b80d853ff6a69a250709f18d232b1bcf4e656127ca749c749fbf20689218a931	ur	different-language
وہ گصاہ ہے	822c2fbc9d467edd348bbc7d9aa146bc6752657cb7dd5a0ee3367c486de9df12	ur	grammar-or-spelling
یے لسی ہے	b20254c4606591437b5b6f9f920e175e39726c2848c26aed99c92d6993f47295	ur	grammar-or-spelling
تمہارے خیال میں وہ اتنا بے نیاز ہے کہ اسے تمہارے گھر والوں کی فکر نہیں ہو گئی	c2e5f038bc70eff4c9ad4806e112bbbf6384284c13331b3ac7c3657ba90a459c	ur	grammar-or-spelling
شاہد فریدی اور عمر اکمل وطن واپس گئے	0578e0e31d4739d967457ba7b4e6831736200bf07786e610365352dcb2406fa3	ur	grammar-or-spelling
یے گصاہ ہے	d1c899c36ec891b5d834e2302b3402630dd67897a4a3d72f373af54da571d4b2	ur	grammar-or-spelling
گندم کے لیے کم از کم امدادی قیمت  روپے مقرر کرنے کی تجویز	062d0fb551fc13bbc5eeb393367c4831794e6523db63859a5effec9441dcd4a5	ur	grammar-or-spelling
آج ہمارا سب سے بڑا مسئلہ کرپشن یا نفاذ اسلام نہیں ہے۔	06415e422368ae31e5f04f9d4f937ca44b822574e7bd2a48d19230fbb3b9ea38	ur	grammar-or-spelling
صدرِپاکستان نے پاکستاني کرکٹ ٹيم کو جيت کي مبارکباد دي	0658e9ed10d1014894f8b7c74b7748fe066c6d4d3dc7f3756b92457efb25ed92	ur	grammar-or-spelling
منینولوپس مینیسوٹا پلاانو ٹیکساس	07b995c10e3c092115450ec6c899da2d4282ee1f50b8b018aa79013789def596	ur	difficult-pronounce
جیونی کی مقامی مارکیٹ لایا گیا	06efa00d861e77b0184c8bddc24726c4fd7909f5af02eab12f6c1c447914b002	ur	grammar-or-spelling
ہم نے دشت امکاں کو ایک نقش پا پایا	c7b190fa918d83bed7adf5d42ca6f62ca5274e66df987f176db7bc3662887bab	ur	grammar-or-spelling
ہاتھ دعا سے یوں گرا بھول گیا سوال بھ	063702b5691e1a7b497580c4ab084b7937fe8e18e51c3a21b9ace1f6bdf995b1	ur	grammar-or-spelling